No,ID,Weight,Fat,Visibility,Category,Price,Security,StoreCode,OperationYear,Size,Area,Type,Sales
3255,FDD59,,Regular,0.065860323,Starchy Foods,81.896,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
3256,FDX38,10.5,Regular,0.0481669,Dairy,48.8376,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264
3257,FDE26,9.3,Low Fat,0.089005769,Canned,143.9786,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,2745.0934
3258,FDH48,,Low Fat,0.105893301,Baking Goods,86.254,Prosegur,OUT019,1985,Small,Tier 1,Grocery Store,519.324
3259,NCK29,5.615,Low Fat,0.12566436,Health and Hygiene,123.473,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73
3260,NCF54,18,Low Fat,0.047377053,Household,171.1422,Brinks,OUT046,1997,Small,Tier 1,Supermarket Type1,2931.5174
3261,FDI38,13.35,Regular,0,Canned,206.9638,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,7247.233
3262,FDJ07,,Low Fat,0.014353676,Meat,115.515,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21
3263,FDS55,7.02,Low Fat,0,Fruits and Vegetables,148.1734,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.8404
3264,NCX53,20.1,LF,0.025002878,Health and Hygiene,140.4154,NSPS,OUT010,1998,,Tier 3,Grocery Store,567.2616
3265,NCP55,14.65,Low Fat,0,Others,53.8614,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.228
3266,FDV04,7.825,Regular,0.150015234,Frozen Foods,157.5288,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728
3267,FDV40,17.35,Low Fat,0.014691784,Frozen Foods,74.1038,Brinks,OUT046,1997,Small,Tier 1,Supermarket Type1,960.7494
3268,NCN30,16.35,Low Fat,0.017062427,Household,98.141,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656
3269,FDT57,15.2,Low Fat,0.019142452,Snack Foods,237.5248,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,3318.3472
3270,FDI52,18.7,Low Fat,0.104890428,Frozen Foods,121.4072,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,3185.1872
3271,FDT57,15.2,Low Fat,0.019018943,Snack Foods,238.7248,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,1659.1736
3272,FDK33,17.85,Low Fat,0.011233126,Snack Foods,211.556,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.512
3273,FDQ39,14.8,Low Fat,0.081026811,Meat,190.0846,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,4586.0304
3274,FDR23,15.85,Low Fat,0.081953387,Breads,176.237,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,2646.555
3275,FDX47,,Regular,0.060587738,Breads,156.8288,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,471.3864
3276,DRP35,18.85,Low Fat,0.090850115,Hard Drinks,126.6336,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
3277,FDU26,16.7,Regular,0.071335395,Dairy,120.3782,Epic,OUT010,1998,,Tier 3,Grocery Store,119.1782
3278,FDR39,20.35,LF,0.083929569,Meat,182.4292,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.5884
3279,FDV48,9.195,Regular,0.086396038,Baking Goods,79.0644,AHS,OUT010,1998,,Tier 3,Grocery Store,157.1288
3280,NCG18,15.3,Low Fat,0.023071504,Household,101.8332,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1025.332
3281,NCD42,16.5,Low Fat,0.012627329,Health and Hygiene,38.7506,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,759.012
3282,FDP59,20.85,Regular,0.094512029,Breads,104.5648,GardaWorld,OUT010,1998,,Tier 3,Grocery Store,207.7296
3283,FDF34,,Regular,0.013951504,Snack Foods,199.9084,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,5753.8436
3284,DRD15,10.6,Low Fat,0.056785183,Dairy,231.9642,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,2091.2778
3285,FDP03,5.15,Regular,0.06117708,Meat,121.8388,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
3286,FDO20,12.85,Regular,0.152099033,Fruits and Vegetables,252.6382,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,3532.7348
3287,NCY30,20.25,Low Fat,0.02594835,Household,180.0976,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.8544
3288,DRH37,17.6,Low Fat,0.041581725,Soft Drinks,163.3526,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,3453.5046
3289,FDT10,16.7,Regular,0.103849783,Snack Foods,58.8562,Prosegur,OUT010,1998,,Tier 3,Grocery Store,59.2562
3290,FDF35,15,Low Fat,0.154301621,Starchy Foods,105.9938,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,428.7752
3291,FDG10,6.63,Regular,0.010937229,Snack Foods,55.8588,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232
3292,FDK03,,Regular,0.073562475,Dairy,254.9356,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,8138.7392
3293,FDG20,15.5,Regular,0.125687917,Fruits and Vegetables,178.2028,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224
3294,NCL07,,Low Fat,0.0311868,Others,39.548,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.012
3295,DRD49,9.895,LF,0.167831064,Soft Drinks,237.4564,NSPS,OUT046,1997,Small,Tier 1,Supermarket Type1,715.0692
3296,NCG55,16.25,Low Fat,0,Household,115.2176,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,3206.4928
3297,FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,147.0102,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,2770.3938
3298,NCM54,17.7,Low Fat,0.050929429,Household,129.1678,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.3492
3299,FDZ44,,Low Fat,0.06780958,Fruits and Vegetables,118.1808,G4S,OUT019,1985,Small,Tier 1,Grocery Store,234.3616
3300,FDR28,13.85,Regular,0.026042966,Frozen Foods,161.221,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1794.331
3301,FDB51,6.92,Low Fat,0.038610722,Dairy,61.4852,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892
3302,DRJ59,11.65,Low Fat,0.019372253,Hard Drinks,40.6164,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,308.9312
3303,FDZ43,11,Regular,0.057290978,Fruits and Vegetables,242.7512,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,1938.8096
3304,NCC54,17.75,Low Fat,0.097909084,Health and Hygiene,242.1196,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,4097.3332
3305,FDQ11,5.695,Regular,0.067688124,Breads,258.8988,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.9748
3306,DRH03,17.25,low fat,0.035207155,Dairy,93.512,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.392
3307,FDX38,10.5,Regular,0.080688663,Dairy,46.7376,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,47.9376
3308,DRH36,16.2,Low Fat,0.033447756,Soft Drinks,73.9696,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,894.8352
3309,NCB06,17.6,Low Fat,0.082797778,Health and Hygiene,161.492,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,3515.424
3310,FDR33,7.31,Low Fat,0.026940466,Snack Foods,108.457,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,2306.997
3311,FDE47,14.15,low fat,0.037877202,Starchy Foods,124.0046,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,1618.5598
3312,FDA10,,Low Fat,0.141129263,Snack Foods,121.6072,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,3430.2016
3313,DRI01,7.97,Low Fat,0.034424278,Soft Drinks,171.8422,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064
3314,NCJ54,9.895,LF,0.060067115,Household,230.6642,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,4647.284
3315,FDT14,10.695,Regular,0.127727102,Dairy,121.144,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,1917.504
3316,DRL49,13.15,Low Fat,0.05674821,Soft Drinks,144.3812,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,284.9624
3317,NCI18,18.35,Low Fat,0.014052469,Household,224.0746,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,1346.2476
3318,FDC38,15.7,Low Fat,0.122684413,Canned,132.2942,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,2252.4014
3319,FDS56,5.785,Regular,0.038724612,Fruits and Vegetables,263.9252,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,6033.4796
3320,FDX19,19.1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,NSPS,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958
3321,FDU36,,Low Fat,0,Baking Goods,100.1384,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
3322,FDO44,12.6,Low Fat,0.087380432,Fruits and Vegetables,109.7228,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,1547.3192
3323,FDG57,14.7,Low Fat,0.072707309,Fruits and Vegetables,49.5034,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,291.6204
3324,FDV20,20.2,Regular,0.059894378,Fruits and Vegetables,125.9678,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916
3325,FDE47,14.15,Low Fat,0.037901581,Starchy Foods,126.3046,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,2614.5966
3326,FDU32,,Low Fat,0.025841875,Fruits and Vegetables,120.7414,G4S,OUT027,1985,Medium,Tier 3,Supermarket Type3,4386.2904
3327,NCB06,,Low Fat,0.081933378,Health and Hygiene,161.492,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,6391.68
3328,FDV46,18.2,Low Fat,0.012627478,Snack Foods,140.818,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,3495.45
3329,FDP45,,Regular,0.030476541,Snack Foods,252.2724,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
3330,FDK03,12.6,Regular,0.074070351,Dairy,254.2356,Epic,OUT045,2002,,Tier 2,Supermarket Type1,4578.0408
3331,FDX37,16.2,Low Fat,0.063017421,Canned,100.37,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7
3332,FDX58,13.15,Low Fat,0.043727261,Snack Foods,182.595,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,3478.805
3333,FDQ46,7.51,Low Fat,0.104023565,Snack Foods,112.4544,NSPS,OUT045,2002,,Tier 2,Supermarket Type1,2013.3792
3334,FDL13,13.85,Regular,0.056271701,Breakfast,232.23,Allied Universal,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18
3335,NCT30,9.1,Low Fat,0.080619969,Household,47.4718,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,472.718
3336,FDP20,19.85,Low Fat,0.045761855,Fruits and Vegetables,125.602,Epic,OUT045,2002,,Tier 2,Supermarket Type1,632.51
3337,FDH40,11.6,Regular,0.078863888,Frozen Foods,83.2276,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,1543.3244
3338,FDZ25,15.7,Regular,0.027729547,Canned,169.379,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.011
3339,FDU27,,Regular,0.170646494,Meat,46.3376,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
3340,NCQ42,20.35,Low Fat,0.039235527,Household,127.2678,Allied Universal,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424
3341,FDU31,10.5,reg,0.02502991,Fruits and Vegetables,218.4508,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.6604
3342,FDC35,7.435,Low Fat,0.205605116,Starchy Foods,207.7638,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,621.1914
3343,FDX43,5.655,Low Fat,0.085622362,Fruits and Vegetables,167.25,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.3
3344,FDU07,11.1,Low Fat,0.059968347,Fruits and Vegetables,152.8366,G4S,OUT045,2002,,Tier 2,Supermarket Type1,1662.5026
3345,DRD13,15,Low Fat,0.049038621,Soft Drinks,65.4168,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,1661.8368
3346,DRK49,14.15,Low Fat,0.036147029,Soft Drinks,39.3138,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,527.9794
3347,FDL12,,Regular,0.212963193,Baking Goods,59.522,Epic,OUT019,1985,Small,Tier 1,Grocery Store,299.61
3348,FDZ08,12.5,Regular,0.110614538,Fruits and Vegetables,80.6592,Epic,OUT017,2007,,Tier 2,Supermarket Type1,1651.184
3349,FDA10,20.35,Low Fat,0.142393712,Snack Foods,122.7072,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864
3350,FDS20,8.85,Low Fat,0.053976156,Fruits and Vegetables,181.5292,AHS,OUT045,2002,,Tier 2,Supermarket Type1,1277.0044
3351,FDA07,7.55,Regular,0.03107068,Fruits and Vegetables,122.4072,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,857.5504
3352,FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.2062
3353,FDM44,,LF,0.054363971,Fruits and Vegetables,105.099,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,103.199
3354,FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,Brinks,OUT010,1998,,Tier 3,Grocery Store,418.1224
3355,NCM07,9.395,Low Fat,0.040023967,Others,85.5908,Prosegur,OUT049,1999,Medium,Tier 1,Supermarket Type1,1006.6896
3356,FDN46,7.21,Regular,0,Snack Foods,103.1332,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,3281.0624
3357,NCW53,18.35,Low Fat,0.030619301,Health and Hygiene,194.0162,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,2886.243
3358,FDZ51,11.3,Regular,0.054637635,Meat,93.3094,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,3046.7008
3359,FDT04,17.25,Low Fat,0,Frozen Foods,40.8822,NSPS,OUT018,2009,Medium,Tier 3,Supermarket Type2,628.5152
3360,FDZ48,,low fat,0.132995494,Baking Goods,113.5544,AHS,OUT019,1985,Small,Tier 1,Grocery Store,223.7088
3361,FDA08,11.85,Regular,0.050085152,Fruits and Vegetables,164.7526,Brinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1315.6208
3362,DRN37,9.6,LF,0.096689673,Soft Drinks,168.0158,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1336.9264
3363,FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.144,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,2157.192
3364,FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.4544,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,2460.7968
3365,NCN54,20.35,Low Fat,0.021413346,Household,76.2328,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.3968
3366,FDU32,8.785,Low Fat,0,Fruits and Vegetables,120.5414,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,1583.9382
3367,FDK41,,LF,0.126924095,Frozen Foods,87.2224,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184
3368,FDR44,6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,913.4776
3369,NCK29,,Low Fat,0,Health and Hygiene,125.173,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,3572.017
3370,FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,G4S,OUT045,2002,,Tier 2,Supermarket Type1,2241.0828
3371,FDR11,10.5,Regular,0.142827296,Breads,159.4578,AHS,OUT045,2002,,Tier 2,Supermarket Type1,3048.6982
3372,FDD57,,Low Fat,0.022291121,Fruits and Vegetables,93.6094,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,3713.1666
3373,FDT10,16.7,reg,0.061992874,Snack Foods,60.9562,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,355.5372
3374,FDR51,9.035,Regular,0.17417636,Meat,148.9708,Allied Universal,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.062
3375,NCK17,11,Low Fat,0.037953762,Health and Hygiene,38.448,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
3376,FDY07,11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3402,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,275.6412
3377,FDT14,10.695,Regular,0.128247408,Dairy,121.844,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036
3378,FDJ21,,Regular,0.038341654,Snack Foods,146.2102,G4S,OUT027,1985,Medium,Tier 3,Supermarket Type3,4228.4958
3379,NCR42,9.105,Low Fat,0.038699553,Household,33.79,Epic,OUT017,2007,,Tier 2,Supermarket Type1,199.74
3380,DRG37,16.2,Low Fat,0.01940856,Soft Drinks,156.7972,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328
3381,FDI24,,Low Fat,0.137870237,Baking Goods,175.037,Prosegur,OUT019,1985,Small,Tier 1,Grocery Store,352.874
3382,FDJ22,18.75,Low Fat,0.052800258,Snack Foods,193.2504,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
3383,FDT28,13.3,Low Fat,0.06355415,Frozen Foods,149.4708,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.2372
3384,FDH38,6.425,Low Fat,0.01043823,Canned,115.8808,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712
3385,FDT43,16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2324,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,727.0536
3386,FDX04,19.6,Regular,0.041806702,Frozen Foods,48.8376,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,527.3136
3387,FDV46,18.2,Low Fat,0.012679191,Snack Foods,139.818,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,838.908
3388,FDP10,19,Low Fat,0.128289285,Snack Foods,104.9622,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,1164.4842
3389,NCA53,11.395,Low Fat,0.009878459,Health and Hygiene,47.6034,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,1312.2918
3390,FDL52,6.635,Regular,0.046090204,Frozen Foods,37.1506,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132
3391,FDQ32,17.85,Regular,0.046680961,Fruits and Vegetables,121.9388,Prosegur,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416
3392,FDT37,14.15,Low Fat,0.03546967,Canned,256.3014,Epic,OUT017,2007,,Tier 2,Supermarket Type1,4845.0266
3393,NCO43,5.5,Low Fat,0.047290068,Others,100.5016,Allied Universal,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
3394,FDI53,8.895,Regular,0.13842353,Frozen Foods,163.0236,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,1127.8652
3395,FDO19,17.7,Regular,0.027779381,Fruits and Vegetables,50.1034,NSPS,OUT010,1998,,Tier 3,Grocery Store,97.2068
3396,FDG12,,Regular,0,Baking Goods,121.3098,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
3397,FDG53,10,Low Fat,0.046043736,Frozen Foods,140.618,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906
3398,FDK36,7.09,Low Fat,0.007215314,Baking Goods,47.6034,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,1458.102
3399,FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,3403.5696
3400,FDV16,7.75,Regular,0.083399788,Frozen Foods,34.5558,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,441.4254
3401,FDS31,,Regular,0.043978369,Fruits and Vegetables,178.4318,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.0452
3402,NCK06,5.03,Low Fat,0.008639333,Household,122.2756,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852
3403,FDN03,9.8,Regular,0.015089965,Meat,249.6408,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.3632
3404,NCT30,,Low Fat,0.140582485,Household,47.1718,NSPS,OUT019,1985,Small,Tier 1,Grocery Store,141.8154
3405,FDC50,15.85,Low Fat,0.228469522,Canned,93.3094,G4S,OUT010,1998,,Tier 3,Grocery Store,285.6282
3406,FDE11,17.7,Regular,0,Starchy Foods,183.5924,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,7033.5112
3407,FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,Prosegur,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.845
3408,NCP05,19.6,Low Fat,0,Health and Hygiene,150.3024,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2580.6408
3409,FDJ41,6.85,LF,0.02288328,Frozen Foods,261.2594,NSPS,OUT046,1997,Small,Tier 1,Supermarket Type1,2878.2534
3410,FDR47,,Low Fat,0.087045086,Breads,196.7794,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,6242.5408
3411,FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4034,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,340.2238
3412,FDQ23,6.55,Low Fat,0.024664556,Breads,103.3332,AHS,OUT017,2007,,Tier 2,Supermarket Type1,2050.664
3413,NCK42,,Low Fat,0.013056494,Household,215.9192,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,7334.4528
3414,NCO06,19.25,Low Fat,0.180820798,Household,35.9558,Brinks,OUT010,1998,,Tier 3,Grocery Store,67.9116
3415,FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.905,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.685
3416,FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.091,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,4207.856
3417,FDT23,7.72,Regular,0.074731477,Breads,77.5986,GardaWorld,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465
3418,FDB50,13,Low Fat,0.154244343,Canned,77.9986,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,1168.479
3419,NCF43,8.51,Low Fat,0,Household,142.147,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.764
3420,FDU26,,Regular,0.042412572,Dairy,119.0782,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,1549.3166
3421,FDC10,9.8,Regular,0.072990979,Snack Foods,121.6098,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,1566.6274
3422,FDK51,19.85,Low Fat,0.005243282,Dairy,266.1884,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,3179.8608
3423,FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.6734,AHS,OUT010,1998,,Tier 3,Grocery Store,296.9468
3424,DRL37,15.5,Low Fat,0.053455158,Soft Drinks,43.677,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,562.601
3425,FDQ45,9.5,Regular,0,Snack Foods,182.3608,Epic,OUT010,1998,,Tier 3,Grocery Store,1102.5648
3426,FDO45,,Regular,0.037768989,Snack Foods,88.5856,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.5976
3427,FDP27,8.155,Low Fat,0.119428052,Meat,190.853,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789
3428,NCE07,8.18,Low Fat,0.013183517,Household,143.1154,Prosegur,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
3429,FDL26,,Low Fat,0.072838381,Canned,155.2972,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,5141.3076
3430,FDL09,19.6,Regular,0.128235131,Snack Foods,169.2816,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,1174.4712
3431,NCA17,20.6,Low Fat,0,Health and Hygiene,148.8392,NSPS,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
3432,NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,2535.3664
3433,FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,2918.8672
3434,NCD19,8.93,LF,0,Household,53.2614,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614
3435,FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.291,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.883
3436,FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,1467.4232
3437,NCY29,13.65,Low Fat,0.077390746,Health and Hygiene,54.693,NSPS,OUT045,2002,,Tier 2,Supermarket Type1,679.116
3438,FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,88.5514
3439,DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.5812,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,427.4436
3440,FDT39,6.26,Regular,0.009923732,Meat,152.8366,AHS,OUT017,2007,,Tier 2,Supermarket Type1,3778.415
3441,FDE50,19.7,Regular,0.016238512,Canned,186.4556,AHS,OUT045,2002,,Tier 2,Supermarket Type1,5069.4012
3442,FDK25,,Regular,0.156072361,Breakfast,169.3474,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,3874.2902
3443,DRK13,11.8,Low Fat,0.115636723,Soft Drinks,199.7084,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,3571.3512
3444,DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.7848
3445,FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.996,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712
3446,FDT40,,Low Fat,0.167725251,Frozen Foods,128.3678,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,127.1678
3447,FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,AHS,OUT045,2002,,Tier 2,Supermarket Type1,1238.388
3448,FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,2050.664
3449,FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3376,G4S,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024
3450,FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9548
3451,NCH06,12.3,Low Fat,0.076987408,Household,247.946,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,3202.498
3452,NCG54,12.1,Low Fat,0.079968115,Household,170.8106,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,4619.9862
